cost        CG2        HBCS        ScaleStar        OPT
1        918.5        941.02        941.02        918.5
2        707.28        729.8        729.8        707.28
3        591.04        591.04        591.04        591.04
4        541.52        624.19        552.79        541.52
5        525.16        744.96        525.16        503.28
6        435.91        588.98        447.18        435.91
7        397.66        450.22        397.66        397.66
8        381.16        498.25        384.42        381.16
9        362.46        399.22        362.46        362.46
10        345.95        349.71        349.21        345.95
11        344.86        336.46        336.46        329.84
12        313.34        319.96        319.96        313.34
13        305.08        311.71        319.96        305.08
14        295.73        306.76        319.96        295.73
15        287.48        306.76        319.96        287.48
16        281.11        306.76        319.96        281.11
17        276.16        306.76        319.96        276.16
18        270.54        300.38        319.96        270.54
19        265.59        300.38        319.96        265.59
20        257.8        257.8        319.96        257.8
