cost        CG2        HBCS        ScaleStar        OPT
1        834.91        879.54        879.54        834.91
2        645.36        689.99        689.99        645.36
3        555.73        647.28        559.94        555.73
4        492.58        595.21        517.22        492.58
5        460.96        552.5        465.16        448.69
6        397.8        563.62        422.45        397.8
7        353.92        520.91        357.42        353.92
8        339.68        390.86        343.19        339.68
9        323.5        376.62        325.83        321.51
10        308.09        311.6        311.6        308.09
11        300.97        311.6        311.6        296.93
12        285.71        289.92        289.92        282.8
13        274.88        279.08        289.92        274.88
14        269.92        272.58        289.92        267.01
15        259.08        272.58        289.92        259.08
16        251.96        272.58        289.92        251.96
17        246.16        272.58        289.92        246.16
18        242.48        272.58        289.92        241.89
19        236.68        272.58        289.92        236.68
20        231.71        231.71        289.92        231.71
