cost        CG2        HBCS        ScaleStar        OPT
1        1089.42        1098.78        1098.78        1071.15
2        813.6        1036.72        895.2        813.6
3        708.41        849.94        708.41        708.41
4        641.69        646.36        646.36        641.69
5        579.64        696.3        625.68        579.64
6        530.76        544.57        544.57        530.76
7        468.71        662.37        468.71        468.71
8        443.42        510.65        448.03        443.42
9        423.1        434.78        436.34        422.74
10        409.5        409.5        402.41        402.41
11        388.81        396.85        402.41        388.81
12        371.28        389.27        377.12        371.28
13        360.16        379.89        377.12        360.16
14        349.82        359.2        377.12        348.3
15        341.67        351.62        377.12        340.47
16        331.33        339.93        377.12        331.33
17        323.74        339.93        377.12        323.74
18        317.65        339.93        377.12        317.54
19        310.06        339.93        377.12        310.06
20        303.86        303.86        377.12        303.86
