cost        CG2        HBCS        ScaleStar        OPT
1        1163.32        1163.32        1163.32        1163.32
2        869.22        869.22        869.22        869.22
3        748.74        948.06        748.74        748.74
4        684.56        812.28        684.56        684.56
5        629.1        629.1        629.1        629.1
6        552.81        617.84        575.55        552.81
7        497.35        497.35        497.35        497.35
8        478.86        506.98        478.86        477.27
9        449.18        552.53        449.18        448.33
10        432.04        432.04        430.7        430.7
11        413.55        518.78        413.55        411.96
12        390.92        398.29        400.17        390.92
13        382.78        384.9        400.17        382.78
14        373.53        374.19        400.17        368.96
15        358.27        374.19        400.17        358.27
16        351.57        365.03        400.17        351.57
17        342.42        365.03        400.17        342.01
18        335.6        365.03        400.17        335.6
19        331.98        365.03        400.17        331.58
20        322.42        322.42        400.17        322.42
