cost        CG2        HBCS        ScaleStar        OPT
1        619.68        628.92        628.92        619.68
2        472.21        594.08        550.3        472.21
3        402.32        515.45        402.83        402.32
4        363        476.14        367.98        363
5        328.58        328.66        328.66        328.15
6        289.26        328.66        317.05        289.26
7        254.42        315.56        254.92        254.42
8        241.5        241.82        243.31        241.5
9        230.35        241.82        230.2        229.89
10        218.73        241.82        230.2        217.88
11        223.14        230.2        230.2        206.26
12        205.12        205.63        205.63        205.12
13        198.56        205.63        205.63        195.89
14        192.83        193.34        205.63        192.75
15        186.27        193.34        205.63        186.27
16        180.47        185.96        205.63        180.47
17        176.53        185.96        205.63        176.53
18        173.09        185.96        205.63        173.05
19        169.35        185.96        205.63        169.35
20        165.68        165.68        205.63        165.68
