cost        CG2        HBCS        ScaleStar        OPT
1        848.88        948.75        914.75        845.48
2        656.35        756.22        756.22        656.35
3        567.1        734.98        567.1        567.1
4        521.84        659.96        535.93        521.84
5        472.54        470.84        470.84        470.84
6        427.28        470.84        453.84        427.28
7        376.28        445.83        376.28        376.28
8        359.28        445.83        359.28        359.28
9        344.75        351.27        341.35        341.35
10        327.75        351.27        334.27        327.75
11        309.83        319.75        334.27        309.12
12        297.79        319.75        302.75        297.08
13        290.25        296.91        302.75        290.25
14        282.03        296.91        302.75        281.32
15        274.49        287.45        302.75        274.49
16        265.99        277.53        302.75        265.99
17        260.89        277.53        302.75        260.89
18        254.41        277.53        302.75        254.41
19        249.03        277.53        302.75        249.03
20        243.93        243.93        302.75        243.93
