cost        CG2        HBCS        ScaleStar        OPT
1        693.8        769.24        700.18        693.8
2        530.18        605.61        536.55        530.18
3        456.22        459.41        459.41        456.22
4        436.68        523.8        432.64        432.64
5        374.41        377.6        377.6        374.41
6        354.86        496.53        350.82        350.82
7        304.5        350.33        304.5        304.5
8        289.06        357.55        287.71        287.71
9        277.23        342.11        277.23        277.23
10        261.79        334.39        260.44        260.44
11        249.99        272.98        253.92        249.99
12        240.54        246.2        245        240.54
13        232.82        232.82        245        232.82
14        226.9        230.14        245        226.9
15        219.18        230.14        245        219.18
16        215.25        230.14        245        215.08
17        210.62        230.14        245        210.21
18        207.07        230.14        245        205.58
19        202.44        230.14        245        202.03
20        197.4        197.4        245        197.4
