cost        CG2        HBCS        ScaleStar        OPT
1        848.75        946.29        946.29        848.75
2        660.48        748.45        748.45        660.48
3        566.76        566.76        566.76        566.76
4        511.94        644.75        556.35        511.94
5        463.06        463.06        463.06        463.06
6        452.22        610.18        452.65        408.24
7        373.81        438.06        373.81        373.81
8        361.38        422.76        366.59        361.38
9        339.25        339.25        341.09        339.25
10        328.41        336.7        332.02        328.41
11        306.52        308.96        306.52        306.52
12        298.13        308.96        303.33        298.13
13        288.99        293.66        303.33        288.99
14        282.44        300.36        303.33        280.84
15        271.71        285.06        303.33        271.71
16        264.33        285.06        303.33        264.33
17        263.38        285.06        303.33        261.34
18        255.17        285.06        303.33        255.17
19        253.01        260.55        303.33        251.14
20        244.4        244.4        303.33        244.4
