cost        CG2        HBCS        ScaleStar        OPT
1        714.3        706.22        706.22        680.3
2        529.42        666.49        529.42        529.42
3        455.48        489.69        455.48        455.48
4        419.78        508.39        415.74        415.74
5        380.04        387.69        387.69        380.04
6        327.34        327.34        327.34        327.34
7        302.69        302.69        302.69        302.69
8        289.44        309.77        289.44        289.44
9        274.35        289.65        281.22        274.35
10        265        265        263.66        261.11
11        252.68        279.6        251.76        251.76
12        239.43        246.73        243.54        239.43
13        233.48        240.16        243.54        232.81
14        224.7        226.91        243.54        224.03
15        218.08        226.91        243.54        218.08
16        213.97        220.88        243.54        213.97
17        207.93        220.88        243.54        207.93
18        203.96        220.88        243.54        203.96
19        202.66        220.88        243.54        201.5
20        196.23        220.88        243.54        198.69
