cost        CG2        HBCS        ScaleStar        OPT
1        1133.32        1133.32        1133.32        1133.32
2        919.55        923.16        919.55        919.55
3        764.08        1020.49        766.97        764.08
4        668.59        668.59        668.59        668.59
5        603.14        721.5        664.98        603.14
6        562.42        568.92        565.31        562.42
7        489.02        688.28        489.02        489.02
8        467.21        535.7        489.02        467.21
9        452.14        501.7        455.02        452.14
10        421.8        425.42        421.8        421.8
11        399.99        399.99        421.8        399.99
12        393.48        396.38        396.38        393.48
13        377.57        383.66        396.38        376.87
14        366.66        376.03        396.38        366.66
15        359.87        376.03        396.38        359.87
16        347.16        376.03        396.38        347.16
17        339.85        359.42        396.38        339.53
18        336.96        359.42        396.38        335.83
19        326.99        359.42        396.38        326.99
20        319.36        319.36        396.38        319.36
