cost        CG2        HBCS        ScaleStar        OPT
1        1116.44        1135.14        1135.14        1116.44
2        927.42        969.93        970.24        927.42
3        762.52        877.49        762.84        762.52
4        659.14        668.18        668.49        659.14
5        658.82        590.82        590.82        590.82
6        564.48        765.64        586.04        564.48
7        482.03        558.24        482.34        482.03
8        456.45        456.45        456.45        456.45
9        447.46        454.54        450.89        447.46
10        416.01        423.09        423.41        416.01
11        416.01        400        423.41        400
12        388.53        388.53        388.84        388.53
13        371.24        371.24        388.84        371.24
14        371.24        371.24        388.84        359.06
15        355.52        360.87        388.84        355.52
16        341.78        360.87        388.84        341.78
17        333.53        360.87        388.84        333.32
18        331.41        360.87        388.84        331.41
19        321.97        360.87        388.84        321.97
20        313.72        313.72        388.84        313.72
