cost        CG2        HBCS        ScaleStar        OPT
1        992.68        991.4        991.4        991.4
2        745.75        862.62        826.08        745.75
3        625.9        782.72        625.9        625.9
4        583.19        700.06        582.55        582.55
5        539.84        660.11        539.84        539.84
6        459.72        512.28        486.57        459.72
7        419.78        472.33        419.78        419.78
8        405.33        472.33        405.33        405.33
9        377.77        378.9        377.77        377.77
10        365.52        378.9        364.45        364.45
11        352.2        352.2        364.45        351.07
12        330.52        338.85        337.75        330.52
13        323.97        338.85        337.75        323.87
14        316.75        330.84        337.75        316.39
15        303.4        330.84        337.75        303.4
16        296.74        316.39        337.75        296.74
17        292.4        316.39        337.75        291.05
18        284.14        316.39        337.75        284.14
19        280.46        316.39        337.75        280.14
20        272.13        272.13        337.75        272.13
