cost        CG2        HBCS        ScaleStar        OPT
1        986        1051.88        972.82        972.82
2        768.82        847.88        768.82        768.82
3        660.45        666.4        660.45        660.45
4        593.51        648.98        618.16        593.51
5        539.96        564.4        558.45        533.38
6        473.66        614.98        473.66        473.66
7        431.38        488.11        431.38        431.38
8        411.33        439.66        411.33        411.33
9        391.42        493.99        391.42        391.42
10        376.23        409.42        377.33        374.35
11        353.03        394.29        361.18        353.03
12        340.04        352.01        347.08        340.04
13        331.96        337.91        347.08        331.96
14        323.04        326.63        347.08        321.94
15        311.99        326.63        347.08        311.99
16        303.15        326.63        347.08        303.15
17        298.92        317.56        347.08        298.84
18        292.95        317.56        347.08        292.95
19        285.66        311.61        347.08        285.66
20        279.65        279.65        347.08        279.65
