cost        CG2        HBCS        ScaleStar        OPT
1        938.5        1031.58        970.38        910.45
2        699.22        853.08        791.88        699.22
3        613.8        718.56        613.8        613.8
4        553.02        674.15        568.96        553.02
5        508.19        629.31        524.55        508.19
6        449.75        644.4        470.22        449.75
7        404.91        449.96        404.91        404.91
8        389.97        449.96        395.42        389.97
9        365.67        435.02        365.67        365.03
10        350.23        360.22        350.72        350.23
11        335.28        335.28        350.72        335.28
12        321.05        335.28        325.79        321.05
13        310.92        322.82        325.79        310.92
14        303.44        315.34        325.79        303.32
15        293.7        315.34        325.79        293.7
16        286.23        315.34        325.79        286.23
17        281.75        315.34        325.79        281.75
18        274.46        315.34        325.79        274.27
19        269.83        305.84        325.79        269.83
20        262.5        262.5        325.79        262.5
