cost        CG2        HBCS        ScaleStar        OPT
1        994.05        994.05        994.05        980.02
2        787.08        844.88        787.08        787.08
3        662.69        852.95        662.69        662.69
4        586.05        675.72        586.05        586.05
5        533.78        571.18        566.22        533.78
6        482.56        482.56        482.56        482.56
7        430.29        557.58        430.29        430.29
8        407.9        450.4        407.9        407.9
9        390.69        525.42        393.17        390.69
10        373.27        420.87        375.75        373.27
11        351.17        406.1        363.63        351.17
12        342.24        353.82        346.21        342.24
13        330.13        336.4        346.21        328.96
14        321.42        327.69        346.21        320.25
15        311.39        317.5        346.21        311.39
16        302.68        317.5        346.21        302.68
17        297.45        317.5        346.21        297.45
18        293.03        317.5        346.21        291.77
19        285.66        317.5        346.21        285.66
20        278.94        278.94        346.21        278.94
