cost        CG2        HBCS        ScaleStar        OPT
1        676.5        742.59        681.6        676.5
2        512.45        550.91        550.91        512.45
3        437.22        437.22        437.22        437.22
4        398.55        493.96        401.1        398.55
5        366.46        382.83        366.46        366.46
6        336.78        336.78        337.63        336.78
7        291.45        423.13        291.45        291.45
8        274.8        309.44        283.09        274.8
9        264.57        273.32        266.45        264.57
10        251.15        284.3        251.15        251.15
11        238.25        238.25        239.1        238.25
12        230.32        244.59        234.5        230.32
13        223.88        267.22        234.5        223.88
14        216.23        221.18        234.5        216.23
15        211.84        217.5        234.5        210.2
16        204.64        217.5        234.5        204.64
17        201.03        201.53        234.5        201.03
18        196.44        201.53        234.5        196.44
19        193.93        201.53        234.5        193.32
20        188.94        188.94        234.5        188.94
