cost        CG2        HBCS        ScaleStar        OPT
1        777.25        779.38        779.38        740.28
2        569.42        608.1        608.1        569.42
3        484.64        608.31        484.64        484.64
4        455.53        550.94        456.59        455.53
5        399.21        399.21        399.21        399.21
6        370.95        475.29        370.95        370.24
7        323.35        351.83        323.35        323.35
8        307.48        342.4        313.93        307.48
9        294.8        294.8        295.16        294.8
10        276.03        276.03        276.03        276.03
11        271.32        276.03        276.03        269.59
12        255.46        260.17        260.17        255.46
13        250.6        252.23        260.17        247.52
14        241.22        247.47        260.17        241.22
15        233.29        247.47        260.17        233.29
16        228.58        247.47        260.17        228.53
17        222.84        247.47        260.17        222.84
18        218.08        247.47        260.17        218.08
19        214.38        247.47        260.17        214.38
20        209.62        209.62        260.17        209.62
