cost        CG2        HBCS        ScaleStar        OPT
1        975.46        975.46        975.46        975.46
2        798.13        858.59        857.67        798.13
3        680.98        871.34        681.72        680.98
4        593.28        754.46        623.28        593.28
5        576.86        696.02        577.59        534.84
6        488.88        543.8        519.15        488.88
7        430.44        485.37        431.18        430.44
8        410.96        485.37        411.7        410.96
9        395.73        465.89        396.47        395.73
10        367.15        376.99        376.99        367.15
11        366.41        376.99        376.99        348.59
12        346.93        347.67        347.67        338.85
13        329.85        333        347.67        329.85
14        320.11        333        347.67        320.11
15        314.91        324.21        347.67        314.27
16        305.17        324.21        347.67        305.17
17        299.33        324.21        347.67        297.11
18        294.76        324.21        347.67        291.27
19        285.96        324.21        347.67        285.96
20        280.12        280.12        347.67        280.12
