cost        CG2        HBCS        ScaleStar        OPT
1        731.75        747.9        747.9        730.9
2        590.65        703.28        624.22        590.65
3        483.98        579.6        483.98        483.98
4        431.28        543.9        439.35        430.85
5        408.04        403.65        403.65        403.65
6        354.92        377.51        380.42        354.92
7        316.1        362.71        316.1        316.1
8        298.39        298.39        301.22        298.39
9        286.92        327.29        283.52        283.52
10        275.02        275.02        277.71        272.04
11        264.56        280.75        260.14        260.14
12        251.43        265.88        254.33        251.43
13        242.65        242.65        254.33        242.58
14        235.21        241.44        254.33        235.14
15        230.89        232.73        254.33        230.56
16        223.45        230.99        254.33        223.45
17        218.14        230.99        254.33        218.14
18        214.7        230.99        254.33        213.68
19        209.38        230.99        254.33        209.38
20        204.92        204.92        254.33        204.92
