cost        CG2        HBCS        ScaleStar        OPT
1        843.52        864.78        864.78        843.52
2        666.3        786.36        666.3        666.3
3        565.57        776.16        584.13        565.57
4        521.8        577.69        521.8        521.8
5        466.34        476.96        473.21        466.34
6        411.3        411.3        411.3        411.3
7        373.97        377.72        373.97        373.97
8        360.9        378.22        362.78        360.9
9        340.89        340.75        348.19        340.75
10        327.82        352.44        337        327.82
11        307.67        307.67        315.11        307.67
12        298.32        335.9        303.92        298.32
13        289.15        291.13        303.92        289.15
14        281.78        325.97        303.92        281.78
15        272.61        288.64        303.92        272.61
16        265.89        271.86        303.92        265.89
17        262.53        268.5        303.92        261.15
18        255.96        268.5        303.92        255.92
19        252.61        268.5        303.92        251.23
20        244.87        244.87        303.92        244.87
