cost        CG2        HBCS        ScaleStar        OPT
1        876.42        902.35        902.35        870.9
2        662.65        839.02        662.65        662.65
3        556.19        686.45        556.19        556.19
4        515.39        528.35        528.35        512.62
5        471.82        523.04        484.79        471.82
6        408.5        584.73        408.5        408.5
7        373.01        426.63        373.01        373.01
8        351.9        439.53        351.9        351.9
9        335.75        361.96        337.38        335.75
10        326.48        347.44        326.48        321.23
11        300.12        300.12        300.12        300.12
12        292.86        294.21        300.12        292.86
13        287.41        290.66        300.12        283.66
14        276.86        283.4        300.12        276.4
15        269.6        283.4        300.12        269.6
16        263.68        283.4        300.12        263.26
17        256.05        283.4        300.12        256.05
18        251.7        270.69        300.12        251.7
19        249.72        270.69        300.12        248.15
20        245.36        270.69        300.12        245.36
