cost        CG2        HBCS        ScaleStar        OPT
1        1110.45        1050.52        1050.52        1050.52
2        849.5        990.18        910.28        849.5
3        737.72        849.93        737.72        737.72
4        651.45        779.8        677.38        651.45
5        581.32        723.91        607.25        581.32
6        520.98        551.36        551.36        520.98
7        465.09        532.73        465.09        465.09
8        441.71        446.46        444.97        441.71
9        417.7        423.08        421.6        417.7
10        412.95        423.08        402.97        397.58
11        392.84        394.33        402.97        387.52
12        374.21        379.95        374.21        374.21
13        359.83        359.83        374.21        359.3
14        348.14        351.2        374.21        348.14
15        338.08        351.2        374.21        338.08
16        328.77        351.2        374.21        328.77
17        321.76        351.2        374.21        321.76
18        314.11        351.2        374.21        314.11
19        313.13        351.2        374.21        308.52
20        301.5        301.5        374.21        301.5
