cost        CG2        HBCS        ScaleStar        OPT
1        683.32        683.32        683.32        683.32
2        521.82        690.55        521.82        521.82
3        454.89        529.05        454.89        454.89
4        414.3        442.99        414.3        414.3
5        374.14        448.3        385.61        374.14
6        333.55        362.24        333.55        333.55
7        304.86        421.38        304.86        304.86
8        288.15        335.32        288.15        288.15
9        277.95        287.51        278.58        277.95
10        261.23        309.04        261.23        261.23
11        251.67        251.67        251.67        251.67
12        240.51        295.58        245.29        240.51
13        233.75        238.21        245.29        233.75
14        227.05        227.05        245.29        227.05
15        220.29        221.95        245.29        220.29
16        215.51        221.95        245.29        215.51
17        210.49        221.95        245.29        210.49
18        207.43        221.95        245.29        205.71
19        202.42        219.08        245.29        202.42
20        197.64        197.64        245.29        197.64
