cost        CG2        HBCS        ScaleStar        OPT
1        392.55        383.2        383.2        378.1
2        288.85        384.05        328.8        288.85
3        250.6        304.15        250.6        250.6
4        230.62        276.95        225.95        223.4
5        203.42        264.2        211.5        203.42
6        190.68        198.75        194.5        188.97
7        166.02        189.68        166.02        166.02
8        155.12        156.96        157.81        155.12
9        146.9        148.74        148.74        146.9
10        141.8        148.74        144.49        141.8
11        133.58        133.58        133.58        133.58
12        129.05        133.58        133.58        129.05
13        126        128.13        133.58        126
14        123.6        124.86        133.58        122.82
15        119.49        124.86        133.58        119.49
16        116.09        124.86        133.58        116.09
17        114.09        124.86        133.58        114.09
18        111.62        124.86        133.58        111.62
19        110.1        124.86        133.58        110.1
20        107.63        107.63        133.58        107.63
