cost        CG2        HBCS        ScaleStar        OPT
1        554.98        568.79        554.98        554.98
2        424.92        518.21        426.2        424.92
3        363.3        364.36        364.36        363.3
4        326.54        326.54        326.54        326.54
5        318.18        350.55        318.18        309.96
6        261.51        262.15        262.15        261.51
7        237.08        266.97        237.08        237.08
8        224.47        295.23        224.47        224.47
9        220.29        245.5        224.47        218.45
10        203        211.65        203        203
11        194.65        255.67        194.65        194.65
12        190.47        205.09        194.65        187.63
13        183.45        196.74        194.65        182.5
14        178.82        179.81        194.65        178.82
15        171.66        173.43        194.65        171.66
16        166.42        170.92        194.65        166.42
17        163.91        169.65        194.65        163.8
18        162.64        169.65        194.65        161.65
19        157.47        160.7        194.65        157.47
20        153.69        153.69        194.65        153.69
