cost        CG2        HBCS        ScaleStar        OPT
1        704.45        746.1        746.1        704.45
2        557.4        699.78        557.4        557.4
3        480.33        532.32        480.33        480.33
4        434.01        437.55        434.01        434.01
5        389.52        402.56        402.56        389.52
6        343.2        343.2        343.2        343.2
7        308.21        311.75        308.21        308.21
8        296.31        374.65        296.31        295.95
9        282.28        311.75        282.28        282.28
10        269.82        369.55        282.28        269.82
11        254.38        354.11        261.32        254.38
12        245.59        280.58        250.83        245.59
13        237.87        245.59        250.83        237.87
14        232.28        235.11        250.83        232.28
15        224.55        226.72        250.83        224.55
16        219.31        226.72        250.83        219
17        214.68        226.72        250.83        214.68
18        210.94        226.72        250.83        209.88
19        206.31        224.95        250.83        206.31
20        202.1        202.1        250.83        202.1
