cost        CG2        HBCS        ScaleStar        OPT
1        879.1        871.88        871.88        871.88
2        672.98        672.98        672.98        672.98
3        593.29        768.81        605.82        593.29
4        530.81        569.91        530.81        530.81
5        479.81        490.22        490.22        479.81
6        431.36        470.46        431.36        431.36
7        386.1        390.78        390.78        386.1
8        374.91        387.66        381.92        374.91
9        352.95        352.24        352.24        352.24
10        340.36        354.51        352.24        340.36
11        319.09        319.09        319.09        319.09
12        307.65        337.93        319.09        307.65
13        299.58        302.52        319.09        299.58
14        291.08        293.41        319.09        291.08
15        287.02        288.42        319.09        280.66
16        274.84        288.42        319.09        274.84
17        272.18        278.48        319.09        270.72
18        263.64        278.48        319.09        263.64
19        262.23        278.48        319.09        259.73
20        253.33        253.33        319.09        253.33
