cost        CG2        HBCS        ScaleStar        OPT
1        1170.2        1146.82        1146.82        1146.82
2        936.03        1129.19        971.72        936.03
3        760.92        920.94        760.92        760.92
4        688.68        849.96        710.14        688.68
5        617.7        639.16        639.16        617.7
6        571.59        600.06        594.96        571.59
7        500.61        500.61        500.61        500.61
8        472.63        476.95        472.63        472.63
9        454.43        474.97        461.58        454.43
10        437.5        430.77        437.92        430.77
11        413.84        413.84        413.84        413.84
12        397.27        429.42        402.79        397.27
13        385.22        385.22        402.79        383.28
14        373.4        385.74        402.79        371.45
15        365.71        369.16        402.79        364.56
16        353.88        365.84        402.79        353.88
17        345.49        365.84        402.79        345.49
18        340.03        365.84        402.79        338.39
19        331.63        365.84        402.79        331.63
20        324.54        365.84        402.79        327.85
