cost        CG2        HBCS        ScaleStar        OPT
1        647.48        647.48        647.48        647.48
2        479.18        479.18        479.18        479.18
3        411.6        437.31        411.6        411.6
4        380.36        441.56        380.36        380.36
5        344.66        344.66        344.66        344.66
6        313.42        382.49        313.42        304.92
7        273.69        349.27        273.69        273.69
8        263.28        318.03        263.28        260.44
9        250.03        273.19        250.03        250.03
10        233.45        277.58        233.45        233.45
11        224.85        225.95        225.95        224.85
12        215        217.34        220.21        215
13        211.25        215.62        220.21        211.25
14        202.43        211.86        220.21        202.43
15        197.22        209.61        220.21        197.22
16        193.47        209.61        220.21        193.21
17        188.09        196.95        220.21        188.09
18        184.52        194.7        220.21        184.52
19        181.4        194.7        220.21        181.4
20        177.42        177.42        220.21        177.42
