cost        CG2        HBCS        ScaleStar        OPT
1        998.48        998.48        998.48        998.48
2        740.92        889.46        841.65        740.92
3        648.49        829.54        648.49        648.49
4        588.56        737.1        588.56        588.56
5        552.22        709.05        552.22        528
6        468.08        524.18        512.06        468.08
7        431.74        431.74        431.74        431.74
8        410.28        492.09        410.28        410.28
9        387.54        399.65        387.54        387.54
10        368.84        368.84        378.19        368.84
11        364.06        368.84        378.19        354.81
12        341.32        347.38        347.38        341.32
13        331.33        331.97        347.38        331.33
14        320.6        331.97        347.38        320.6
15        311.25        322.72        347.38        309.87
16        305.19        322.72        347.38        305.19
17        298.76        322.72        347.38        298.76
18        291.93        322.72        347.38        291.93
19        286.32        322.72        347.38        286.32
20        279.89        279.89        347.38        279.89
