cost        CG2        HBCS        ScaleStar        OPT
1        850.58        850.58        850.58        850.58
2        651.68        727.54        727.54        651.68
3        569.44        756.86        569.44        569.44
4        517.8        633.82        539.9        517.8
5        475.72        613.42        475.72        469.99
6        424.09        602.59        439.39        424.09
7        376.28        424.09        376.28        376.28
8        360.34        424.09        360.34        360.34
9        338.24        345.04        338.24        338.24
10        325.7        345.04        329.1        325.7
11        319.09        311.89        329.1        308.49
12        298.18        302.75        302.75        297.31
13        287.13        289.58        302.75        287.13
14        282.56        289.58        302.75        281.61
15        273.96        281.67        302.75        273.96
16        265.99        281.67        302.75        265.99
17        261.21        281.67        302.75        261.18
18        254.58        281.67        302.75        254.58
19        251.84        281.67        302.75        251.24
20        243.93        243.93        302.75        243.93
