cost        CG2        HBCS        ScaleStar        OPT
1        921.42        908.68        908.68        891.25
2        715.3        861.5        739.1        715.3
3        627.32        691.92        627.32        627.32
4        542.54        695.11        580.15        542.54
5        486.65        495.36        495.36        486.65
6        439.48        578.88        451.38        439.48
7        395.49        534.89        395.49        395.49
8        376.86        520.22        379.76        376.86
9        367.22        408.45        365.1        361.13
10        348.6        352.56        351.5        346.47
11        332.87        333.93        336.84        328.98
12        318.21        324.62        318.21        318.21
13        304.08        308.89        318.21        303.01
14        294.76        303.3        318.21        294.76
15        286.9        303.3        318.21        286.9
16        279.57        303.3        318.21        279.57
17        273.98        303.3        318.21        273.98
18        266.69        295.97        318.21        266.69
19        265.5        295.97        318.21        261.97
20        256.38        256.38        318.21        256.38
