cost        CG2        HBCS        ScaleStar        OPT
1        935.92        1037.92        1018.59        935.92
2        712.38        809.28        809.28        712.38
3        619.3        792.49        619.3        619.3
4        555.34        711.74        592.17        555.34
5        504.97        504.97        504.97        504.97
6        457.8        662.44        489.04        457.8
7        409.99        472.46        409.99        409.99
8        391.25        472.46        394.05        391.25
9        371.88        377.48        394.05        367.98
10        356.37        377.48        361.54        356.37
11        335.47        345.81        361.54        335.47
12        324.7        329.98        329.88        324.7
13        313.62        329.98        329.88        313.62
14        305.65        320.48        329.88        305.65
15        294.99        314.89        329.88        294.99
16        289.51        314.89        329.88        288.14
17        285.04        304.54        329.88        285.04
18        276.96        304.54        329.88        276.96
19        275.28        304.54        329.88        273.36
20        265.78        265.78        329.88        265.78
