cost        CG2        HBCS        ScaleStar        OPT
1        800.12        836.25        836.25        800.12
2        597.82        778.88        672.2        597.82
3        514.95        640.32        514.95        514.95
4        471.39        489.45        489.45        471.39
5        439.51        571.05        470.32        437.39
6        376.61        547.96        409.55        376.61
7        344.74        397.08        344.74        344.74
8        325.61        397.08        325.61        325.61
9        308.97        321.65        325.61        308.97
10        296.5        296.5        302.52        296.5
11        290.9        296.5        302.52        283.75
12        272.06        275.43        277.38        272.06
13        264.8        275.43        277.38        264.8
14        255.24        264.8        277.38        255.24
15        247.94        257.26        277.38        247.94
16        243.69        257.26        277.38        243.69
17        236.77        257.26        277.38        236.77
18        232.96        257.26        277.38        232.96
19        229.22        245.71        277.38        229.22
20        223.48        223.48        277.38        223.48
