cost        CG2        HBCS        ScaleStar        OPT
1        964.38        948.65        948.65        919.75
2        720.42        894.89        785.02        720.42
3        612.69        858.98        612.69        612.69
4        566.79        558.92        558.92        558.92
5        513.03        613.54        541        513.03
6        462.66        477.11        477.11        462.66
7        408.9        449.84        408.9        408.9
8        386.16        449.84        390.98        386.16
9        369.66        381.63        379.01        368.24
10        358.89        358.89        351.74        351.74
11        340.97        347.52        351.74        340.94
12        323.01        347.52        329        323.01
13        315.36        322.78        329        314.05
14        304        310.81        329        304
15        295.04        304        329        295.04
16        289.05        297.17        329        289.05
17        282.23        297.17        329        282.23
18        277.28        297.17        329        276.85
19        270.46        297.17        329        270.46
20        265.08        265.08        329        265.08
