cost        CG2        HBCS        ScaleStar        OPT
1        521.32        561.06        521.32        521.32
2        390.85        501.56        498.45        390.85
3        331.56        476.49        331.56        331.56
4        306.49        306.49        306.49        306.49
5        295.01        306.49        295.01        285.02
6        241.25        306.49        295.01        241.25
7        218.37        221.49        218.37        218.37
8        209.66        221.49        210.01        209.66
9        205.48        221.49        210.01        203.77
10        189.68        193.15        210.01        189.68
11        181.68        193.15        181.68        181.32
12        174.91        193.15        181.68        174.91
13        171.52        184.8        181.68        170.74
14        167.19        170.63        181.68        167.16
15        159.86        170.63        181.68        159.86
16        156.57        167.51        181.68        156.57
17        153.02        159.01        181.68        153.02
18        152.08        159.01        181.68        151.21
19        147.03        159.01        181.68        147.03
20        143.58        143.58        181.68        143.58
