cost        CG2        HBCS        ScaleStar        OPT
1        1055.08        1055.08        1055.08        1055.08
2        866.8        879.12        879.12        866.8
3        703.6        948.61        703.6        703.6
4        622.64        622.64        622.64        622.64
5        563.35        713.38        616.26        563.35
6        531.69        687.24        537.85        531.69
7        453.28        518.09        453.28        453.28
8        433.51        433.51        453.28        433.51
9        420.98        433.51        424.16        420.98
10        395.97        404.4        398.02        395.97
11        376.21        376.21        398.02        376.21
12        364.73        376.21        369.83        364.73
13        352.09        362.11        369.83        352.09
14        341.18        353.66        369.83        341.18
15        336.08        353.66        369.83        334.49
16        323.01        347.28        369.83        323.01
17        316.19        347.28        369.83        316.19
18        314.28        334.21        369.83        311.54
19        305.82        334.21        369.83        305.82
20        297.98        297.98        369.83        297.98
