cost        CG2        HBCS        ScaleStar        OPT
1        1074.02        1074.02        1074.02        1074.02
2        868.11        916.99        916.99        868.11
3        722.83        962.04        722.83        722.83
4        652        822.64        652        652
5        582.3        752.94        628.48        582.3
6        534.35        729.7        558.78        534.35
7        464.65        541.43        464.65        464.65
8        447.29        447.29        464.65        447.29
9        430.26        509.98        433.2        430.26
10        401.82        415.84        409.96        401.82
11        384.46        384.46        409.96        384.46
12        373.88        384.46        378.58        372.85
13        359.92        368.77        378.58        359.92
14        351.24        359.36        378.58        351.24
15        342.47        353.48        378.58        341.43
16        330.85        353.48        378.58        330.85
17        323.88        353.48        378.58        323.88
18        321.41        353.48        378.58        319.15
19        312        353.48        378.58        312
20        305.03        305.03        378.58        305.03
