cost        CG2        HBCS        ScaleStar        OPT
1        571.98        571.98        571.98        571.98
2        434.7        520.98        520.98        434.7
3        361.39        483.58        361.39        361.39
4        336.31        336.31        336.31        336.31
5        305.71        316.87        315.2        305.71
6        267.68        282.12        306.85        267.68
7        238.92        238.92        238.92        238.92
8        230.56        235.46        230.56        230.56
9        222.41        229.5        222.41        222.41
10        208.18        210.05        222.41        208.18
11        199.99        242.07        200.03        199.99
12        191.53        208        195.71        191.53
13        187.46        190.71        195.71        186.86
14        180.2        187.26        195.71        180.2
15        176.02        187.02        195.71        176.02
16        170.65        174.35        195.71        170.65
17        168.14        170.89        195.71        168.14
18        163.93        170.89        195.71        163.93
19        161.42        170.89        195.71        161.42
20        157.69        157.69        195.71        157.69
