cost        CG2        HBCS        ScaleStar        OPT
1        1192.05        1140.62        1140.62        1140.62
2        909        1164.21        930.68        909
3        806.15        1009.94        806.15        806.15
4        701.18        799.99        726.89        692.46
5        638.91        675.46        658.32        638.91
6        559.65        570.49        570.49        559.65
7        508.22        660.02        508.22        508.22
8        481.8        535.5        481.8        481.8
9        473.23        473.23        464.66        461.05
10        446.81        455.74        443.91        435.34
11        426.06        429.32        429.67        424.96
12        400.35        408.56        408.92        400.35
13        391.42        391.42        408.92        389.97
14        378.21        381.04        408.92        378.21
15        367.83        374.82        408.92        367.83
16        359.26        374.82        408.92        359.26
17        351.34        374.82        408.92        351.34
18        343.62        374.82        408.92        343.62
19        340.84        374.82        408.92        337.4
20        329.47        329.47        408.92        329.47
