cost        CG2        HBCS        ScaleStar        OPT
1        790.38        844.56        844.56        790.38
2        642.48        796.32        757.08        642.48
3        543.34        712.18        545.01        536.22
4        495.11        670.1        496.77        495.11
5        438.97        458.02        454.7        438.97
6        390.73        458.02        438.62        390.73
7        348.66        351.99        348.66        348.66
8        332.58        351.99        332.58        332.58
9        316.64        348.66        318.55        316.64
10        300.56        299.29        318.55        299.29
11        294.57        299.29        318.55        286.54
12        276.2        299.29        283.21        276.2
13        268.16        283.21        283.21        268.16
14        262.87        265.54        283.21        261.85
15        254.83        265.54        283.21        254.83
16        247.82        254.93        283.21        247.82
17        243        254.93        283.21        243
18        238.22        254.93        283.21        238.22
19        233.39        254.93        283.21        233.01
20        228.18        228.18        283.21        228.18
