cost        CG2        HBCS        ScaleStar        OPT
1        419.28        478.78        426.5        419.28
2        342.78        364.88        364.88        341.5
3        281.15        334.7        281.15        281.15
4        247.36        250.98        250.98        247.36
5        236.6        224.2        224.2        224.2
6        209.11        224.2        224.2        209.11
7        182.34        215.28        182.34        182.34
8        172.28        173.41        172.28        172.28
9        165.69        173.41        172.28        165.69
10        158.33        163.35        163.35        156.77
11        149.4        149.4        149.4        149.4
12        144.94        149.4        149.4        144.56
13        139.73        142.42        149.4        139.53
14        137.58        142.42        149.4        135.87
15        132.55        138.24        149.4        132.55
16        128.09        138.24        149.4        128.09
17        125.88        138.24        149.4        125.41
18        123.9        138.24        149.4        123.2
19        120.88        138.24        149.4        120.88
20        118.2        118.2        149.4        118.2
