cost        CG2        HBCS        ScaleStar        OPT
1        715.2        783.84        715.2        715.2
2        571.76        571.76        571.76        571.76
3        495.31        533.51        496.61        495.31
4        457.06        542.22        458.36        437.89
5        390.57        392.2        390.57        390.57
6        351.51        353.95        352.32        351.51
7        314.74        430.38        315.56        314.74
8        301.5        392.13        302.81        301.5
9        289.25        379.38        290.55        289.25
10        278.91        305.85        280.21        273.98
11        266.16        267.46        267.46        256.84
12        249.08        249.08        255.21        249.08
13        242.71        245.41        255.21        242.71
14        236.23        245.41        255.21        236.23
15        229.86        231.41        255.21        229.86
16        223.73        227.73        255.21        223.73
17        219.91        227.73        255.21        219.91
18        216.23        226.92        255.21        214.43
19        209.79        220.54        255.21        209.79
20        205.63        205.63        255.21        205.63
