cost        CG2        HBCS        ScaleStar        OPT
1        701.4        704.38        704.38        701.4
2        571.78        681        598.34        567.74
3        461.13        561.15        461.13        461.13
4        413.25        515.04        414.74        413.25
5        392.53        368.62        368.62        368.62
6        343.83        361.72        364.02        343.83
7        297.72        297.72        297.72        297.72
8        285.32        294.04        285.32        285.32
9        273.32        306.29        280.72        273.32
10        258.62        263.05        265.35        258.62
11        243.25        243.25        243.25        243.25
12        239.57        250.62        243.25        239.57
13        232.2        232.2        243.25        231.88
14        223.7        243.99        243.25        223.7
15        220.02        223.27        243.25        219.9
16        212.33        221.89        243.25        212.33
17        208.61        221.89        243.25        207.72
18        205.7        221.89        243.25        204
19        200.6        221.89        243.25        200.6
20        195.99        195.99        243.25        195.99
