cost        CG2        HBCS        ScaleStar        OPT
1        414.8        417.78        417.78        414.8
2        322.58        373.79        373.79        322.58
3        278.59        371.66        278.59        278.59
4        272.25        327.68        273.7        259.04
5        230.99        232.48        232.48        230.99
6        224.65        232.48        227.59        211.44
7        184.88        217.1        184.88        184.88
8        178.54        217.1        179.99        178.4
9        169.01        169.5        169.5        169.01
10        162.67        169.5        164.62        162.53
11        160.21        153.64        164.62        151.65
12        147.3        153.64        148.75        147.16
13        144.84        142.8        148.75        142.8
14        139.36        142.8        148.75        138.37
15        136.91        140.82        148.75        135.11
16        130.69        136.06        148.75        130.69
17        129.22        136.06        148.75        128.37
18        125.33        136.06        148.75        125.21
19        124.46        136.06        148.75        123.76
20        119.85        119.85        148.75        119.85
