cost        CG2        HBCS        ScaleStar        OPT
1        949.55        949.55        949.55        949.55
2        756.6        833.95        833.95        756.6
3        635.26        807.18        641        635.26
4        565.35        733.22        598.64        565.35
5        513.71        513.71        513.71        513.71
6        464.62        513.71        497.92        464.62
7        417.24        480.14        417.24        417.24
8        397.97        480.14        401.44        397.97
9        374.81        383.66        376.72        374.81
10        363.44        383.66        367.87        363.44
11        344.56        351.5        367.87        342.65
12        331.28        342.65        335.71        330.16
13        318.92        319.63        335.71        318.92
14        311.02        319.63        335.71        311.02
15        302.84        309.98        335.71        302.84
16        294.94        309.98        335.71        294.94
17        290.21        309.98        335.71        288.77
18        282.22        309.98        335.71        282.22
19        280.13        309.98        335.71        278.69
20        270.48        270.48        335.71        270.48
