cost        CG2        HBCS        ScaleStar        OPT
1        729.07        729.07        729.07        729.07
2        531.88        684.66        531.88        531.88
3        473.22        521.46        473.22        473.22
4        428.81        428.81        428.81        428.81
5        391.62        405.3        405.3        391.62
6        347.21        347.21        347.21        347.21
7        310.66        321.15        310.66        310.66
8        295.86        347.5        295.86        295.65
9        288.46        321.43        283.68        283.68
10        270.43        270.43        283.68        268.45
11        255.62        255.62        255.62        255.62
12        243.87        296.28        249.96        243.87
13        239.3        255.77        249.96        238.02
14        229.84        230.27        249.96        229.84
15        225.7        228.57        249.96        225.05
16        217.91        222.98        249.96        217.91
17        215.17        218.45        249.96        215.17
18        209.49        215.19        249.96        209.49
19        205.84        215.19        249.96        205.84
20        201.4        201.4        249.96        201.4
