cost        CG2        HBCS        ScaleStar        OPT
1        609.6        638.93        638.93        609.6
2        507.6        543.16        545.85        507.6
3        418.56        498.89        422.6        418.56
4        375.64        464.46        375.64        375.64
5        356.13        341.21        341.21        341.21
6        311.32        328.29        333.14        311.32
7        271.51        271.51        271.51        271.51
8        266.67        265.42        271.51        263.93
9        246.93        252.5        255.86        246.93
10        235.32        236.85        241.69        235.32
11        221.15        221.15        221.15        221.15
12        216.31        216.31        221.15        216.31
13        210.88        210.88        221.15        208.48
14        206.03        206.03        221.15        202.2
15        198.21        200.68        221.15        198.21
16        191.12        199.87        221.15        191.12
17        187.24        199.87        221.15        186.87
18        184.96        199.87        221.15        184.33
19        180.27        199.87        221.15        180.27
20        176.02        176.02        221.15        176.02
