cost        CG2        HBCS        ScaleStar        OPT
1        614.75        698.26        670        614.75
2        471.95        627.5        529.75        471.95
3        410.54        487.25        415.21        410.54
4        386.31        391.62        385.32        385.32
5        340.41        417.12        343.81        340.41
6        316.19        321.5        315.2        315.2
7        273.69        393.75        273.69        273.69
8        259.52        298.12        259.52        259.52
9        250.31        250.31        259.52        249.89
10        236.15        250.31        236.15        236.15
11        226.51        234.38        236.15        226.51
12        216.28        222.69        220.21        216.28
13        212.24        216.38        220.21        211.23
14        204.59        208.52        220.21        204.59
15        197.4        200.55        220.21        197.4
16        193.47        195.77        220.21        193.47
17        188.69        195.77        220.21        188.69
18        184.57        195.77        220.21        184.57
19        181.68        195.77        220.21        181.68
20        177.42        177.42        220.21        177.42
