cost        CG2        HBCS        ScaleStar        OPT
1        1125.88        1162.85        1162.85        1125.88
2        864.08        1156.05        864.08        864.08
3        760.8        907.85        760.8        760.8
4        701.09        887.03        685.15        685.15
5        611.41        629.9        629.9        611.41
6        576.99        604.61        584        576.99
7        501.34        565.58        501.34        501.34
8        476.12        505.87        476.12        476.12
9        458.48        474.49        464.65        458.48
10        440.07        440.07        434.75        433.27
11        414.85        414.85        414.85        414.85
12        397.64        399.16        403.38        397.64
13        381.95        381.95        403.38        381.95
14        372.74        378.27        403.38        372.74
15        363.56        372.53        403.38        363.56
16        354.39        369.09        403.38        354.39
17        344.98        369.09        403.38        344.98
18        341.54        369.09        403.38        337.86
19        332.57        369.09        403.38        332.57
20        325        325        403.38        325
