cost        CG2        HBCS        ScaleStar        OPT
1        566.18        566.18        566.18        563.2
2        440.38        499.88        497.89        440.38
3        374.08        490.31        374.08        374.08
4        340.5        424.01        359.48        340.5
5        312.66        416.79        312.66        311.17
6        279.09        305.44        295.66        279.09
7        247.35        284.97        247.35        247.35
8        238.78        284.97        239.99        238.78
9        226.88        229.29        226.88        226.88
10        218.24        226.88        219.52        217.59
11        206.4        208.33        219.52        206.4
12        197.28        208.33        200.96        197.28
13        191.68        191.68        200.96        191.68
14        187.04        191.68        200.96        186.79
15        181.44        186.11        200.96        181.44
16        175.83        186.11        200.96        175.83
17        173.62        186.11        200.96        173.62
18        169.69        186.11        200.96        169.41
19        167.48        186.11        200.96        166.05
20        161.92        161.92        200.96        161.92
