cost        CG2        HBCS        ScaleStar        OPT
1        910.12        1000.22        885.48        885.48
2        717.6        761.8        717.6        717.6
3        593.92        789.21        593.92        593.92
4        535.91        621.34        545.05        535.91
5        487.04        523.59        514.95        487.04
6        439.65        439.65        439.65        439.65
7        390.78        509.42        390.78        390.78
8        374.48        411.67        382.13        374.48
9        354.15        388.22        358.69        354.15
10        339.35        339.35        342.4        337.86
11        323.06        374.24        330.71        323.06
12        310.1        325.36        314.42        310.1
13        300.43        309.07        314.42        300.43
14        292.28        300.92        314.42        290.23
15        284.38        296.04        314.42        284.38
16        276.24        287.39        314.42        276.24
17        269.2        287.39        314.42        269.2
18        265.25        287.39        314.42        264.32
19        258.22        287.39        314.42        258.22
20        253.33        253.33        314.42        253.33
