cost        CG2        HBCS        ScaleStar        OPT
1        727.85        752.92        752.92        727.85
2        583.78        667.5        672.49        583.78
3        503.34        612.89        503.34        498.35
4        443.74        578.89        443.74        443.74
5        397.2        409.74        406.98        397.2
6        359.16        409.74        394.26        359.16
7        321.02        325.16        321.02        321.02
8        309.69        325.16        309.69        309.69
9        292.83        303.91        292.58        292.58
10        281.49        303.91        288.44        281.49
11        270.75        275.72        288.44        264.39
12        255.96        264.39        260.24        255.96
13        247.53        247.53        260.24        247.53
14        240.48        247.53        260.24        240.48
15        234.69        247.53        260.24        234
16        229.03        239.07        260.24        229.03
17        223.48        237.69        260.24        223.48
18        220.57        237.69        260.24        219.25
19        215.02        237.69        260.24        215.02
20        210.8        210.8        260.24        210.8
