cost        CG2        HBCS        ScaleStar        OPT
1        1200.92        1151.62        1151.62        1151.62
2        887.28        987.15        939.55        887.28
3        775.08        1020.94        775.08        775.08
4        706.44        808.86        719.19        706.44
5        642.9        681.79        669.32        642.9
6        575.75        575.75        575.75        575.75
7        512.21        667.48        512.21        512.21
8        491.03        540.4        499.75        491.03
9        464.4        476.87        468.65        459.94
10        445.77        445.77        447.47        443.22
11        424.59        491.64        433.3        424.59
12        405.89        428.1        412.13        405.89
13        394.45        396.33        412.13        394.45
14        378.9        383.86        412.13        378.9
15        368.31        377.51        412.13        368.31
16        362.08        377.51        412.13        361.96
17        352.75        377.51        412.13        351.99
18        347.74        377.51        412.13        346.4
19        342.15        377.51        412.13        341.38
20        332.06        332.06        412.13        332.06
