cost        CG2        HBCS        ScaleStar        OPT
1        762.18        883.09        801.28        762.18
2        612.58        709.26        709.26        612.58
3        520.56        659.54        520.56        520.56
4        470.84        622.35        470.84        470.84
5        426.21        433.65        433.65        426.21
6        376.49        433.65        415.38        376.49
7        339.3        339.3        339.3        339.3
8        322.72        339.3        321.03        321.03
9        307.85        307.85        316.85        307.85
10        291.28        295.45        304.45        291.28
11        278.88        295.45        304.45        278.88
12        266.8        278.88        273        266.8
13        258.51        263.15        273        258.51
14        254.34        263.15        273        253.81
15        246.05        263.15        273        246.05
16        238.09        253.72        273        238.09
17        233.11        253.72        273        233.11
18        228.65        247.84        273        228.65
19        225.44        247.84        273        224.93
20        219.96        219.96        273        219.96
