cost        CG2        HBCS        ScaleStar        OPT
1        1307.62        1225.6        1225.6        1225.6
2        1000.78        1156.75        1056.45        1000.78
3        863.08        987.6        863.08        863.08
4        766.39        903.03        794.22        766.39
5        681.81        834.18        709.65        681.81
6        612.96        640.8        640.8        612.96
7        544.11        617.85        544.11        544.11
8        515.92        521.16        521.16        515.92
9        488.93        492.97        492.97        488.93
10        483.69        492.97        470.02        465.98
11        460.74        460.74        470.02        454.51
12        437.79        444.63        437.79        437.79
13        421.68        421.68        437.79        421.68
14        407.58        412.01        437.79        407.58
15        396.11        412.01        437.79        396.11
16        384.63        412.01        437.79        384.63
17        374.96        412.01        437.79        374.96
18        368.08        412.01        437.79        368.08
19        366.51        412.01        437.79        361.19
20        352.74        352.74        437.79        352.74
