cost        CG2        HBCS        ScaleStar        OPT
1        853.52        880.3        880.3        849.28
2        667.8        843.96        776.6        667.8
3        558.79        699.25        558.79        558.79
4        506.94        647.4        517.78        506.94
5        463.38        465.92        465.92        463.38
6        411.53        465.92        453.81        411.53
7        375.19        375.19        375.19        375.19
8        357.9        357.9        363.08        357.9
9        344.94        357.9        349.4        342.57
10        327.66        327.66        332.12        326.06
11        309.49        327.66        332.12        309.49
12        295.04        312.54        301.88        295.04
13        286.75        298.86        301.88        286.4
14        278.11        286.75        301.88        278.11
15        277.68        277.68        301.88        271.28
16        265.22        277.68        301.88        265.22
17        260.03        277.68        301.88        260.03
18        256.15        277.68        301.88        255.93
19        250.96        277.68        301.88        248.41
20        243.23        243.23        301.88        243.23
