cost        CG2        HBCS        ScaleStar        OPT
1        629.1        704.11        629.1        629.1
2        507.98        616.14        507.98        507.55
3        411.85        414.26        411.85        411.85
4        370.28        370.28        370.28        370.28
5        362.84        401.3        365.95        352.21
6        308.05        313.33        309        308.05
7        266.93        269.34        266.93        266.93
8        261.56        367.65        265.02        259.99
9        247.47        279.68        250.35        247.47
10        231.37        235.69        231.37        231.37
11        219.12        350.83        231.37        218.62
12        213.25        260.45        216.71        213.25
13        206.49        216.46        216.71        206.49
14        202.82        199.89        216.71        199.89
15        196.43        199.89        216.71        196.43
16        189.67        192.55        216.71        189.67
17        185.27        188.16        216.71        185.27
18        184.7        188.16        216.71        184.37
19        179        188.16        216.71        179
20        174.61        174.61        216.71        174.61
