cost        CG2        HBCS        ScaleStar        OPT
1        932.65        1011.49        1011.49        919.05
2        722.7        974.72        810.25        722.7
3        612.41        778.38        629.62        612.41
4        558.86        597.75        592.86        558.86
5        514.24        680.2        507.44        507.44
6        460.69        647.48        494.69        460.69
7        409.26        466.85        409.26        409.26
8        389.68        466.85        392.12        389.68
9        371.65        376.54        392.12        371.65
10        358.16        376.54        359.4        356.95
11        334.18        346.43        359.4        334.18
12        323.16        331.38        329.29        323.16
13        312.93        331.38        329.29        312.93
14        304.36        322.35        329.29        304.36
15        295.43        322.35        329.29        295.43
16        287.84        310.1        329.29        287.84
17        284.16        310.1        329.29        282.72
18        278.02        288.85        329.29        276.6
19        274.35        288.85        329.29        272.9
20        265.32        265.32        329.29        265.32
