cost        CG2        HBCS        ScaleStar
1        9086.7        13862.57        9100.51
2        6322.71        10639.82        6323.56
3        5264.78        7679.77        5343.65
4        4730.97        5128.65        5343.65
5        4376.26        4626.91        5343.65
6        4119.71        4179.83        5343.65
7        3933.8        4087.98        5343.65
8        3790.88        3997.4        5343.65
9        3680.67        3907.15        5343.65
10        3592.75        3854.4        5343.65
11        3519.26        3804.27        5343.65
12        3459.56        3755.8        5343.65
13        3406.44        3715.97        5343.65
14        3361.3        3681.15        5343.65
15        3321.57        3652.24        5343.65
16        3286.51        3628.18        5343.65
17        3255.69        3600.27        5343.65
18        3227.05        3576.56        5343.65
19        3200.57        3542.5        5343.65
20        3179.86        3528.74        5343.65
