cost        CG2        HBCS        ScaleStar
2        9212.37        13765.36        9217.69
3        6401.64        10685.71        6401.21
4        5340.16        7843.76        5414.79
5        4789.33        5164.23        5414.79
6        4436.6        4435.99        5414.79
7        4178.04        4239.46        5414.79
8        3986        4131.61        5414.79
9        3843.7        4034.52        5414.79
10        3728.87        3951.21        5414.79
11        3639.75        3903.63        5414.79
12        3565.16        3855.74        5414.79
13        3504.19        3816.51        5414.79
14        3451.96        3769.13        5414.79
15        3404.5        3740.77        5414.79
16        3364.06        3699.67        5414.79
17        3330.19        3667.01        5414.79
18        3298.13        3637.4        5414.79
19        3269.36        3618.12        5414.79
20        3243.14        3593        5414.79
21        3221.53        3221.53        5414.79
