cost        CG2        HBCS        ScaleStar
2        8955.59        13518.25        8965.36
3        6231.69        10462.11        6224.47
4        5189.27        7588.75        5257.95
5        4658.6        5005.77        5257.95
6        4314.91        4416.35        5257.95
7        4059.58        4131.4        5257.95
8        3874.33        4028.26        5257.95
9        3734.33        3920.52        5257.95
10        3625.69        3839.24        5257.95
11        3537.35        3794.05        5257.95
12        3465.25        3757.82        5257.95
13        3404.44        3708.88        5257.95
14        3354.07        3667.76        5257.95
15        3310.04        3623.92        5257.95
16        3270.76        3587.45        5257.95
17        3236.53        3572.17        5257.95
18        3207.49        3539.43        5257.95
19        3178.97        3522.42        5257.95
20        3152.89        3503.34        5257.95
21        3132.64        3132.64        5257.95
