cost        CG2        HBCS        ScaleStar
1        9721.54        14709.62        9728.12
2        6754.82        11169.94        6753.62
3        5627.51        8292.44        5717.19
4        5060.39        5423.6        5717.19
5        4678.95        4735.52        5717.19
6        4403.56        4472.09        5717.19
7        4204.83        4362.64        5717.19
8        4052.32        4252.71        5717.19
9        3934.88        4172.72        5717.19
10        3840.96        4119.13        5717.19
11        3762.07        4067.03        5717.19
12        3698.67        4035.36        5717.19
13        3640.61        3977.39        5717.19
14        3593.38        3933.83        5717.19
15        3550.79        3908.54        5717.19
16        3513.88        3878.4        5717.19
17        3480.01        3856.29        5717.19
18        3450.38        3825.81        5717.19
19        3423.69        3803.1        5717.19
20        3400.35        3400.35        5717.19
