cost        CG2        HBCS        ScaleStar
1        9123.44        13942.62        9131.3
2        6348.19        10721.25        6351.3
3        5294.08        7792.79        5372.95
4        4740.49        5022.8        5372.95
5        4391.4        4410.9        5372.95
6        4139.17        4205.86        5372.95
7        3950.67        4099.38        5372.95
8        3809.79        3991.02        5372.95
9        3698.28        3922.03        5372.95
10        3608.16        3876.33        5372.95
11        3534.33        3816.09        5372.95
12        3473.24        3778.3        5372.95
13        3423.07        3731.22        5372.95
14        3376.17        3700.72        5372.95
15        3335.91        3672.44        5372.95
16        3301.35        3648.75        5372.95
17        3269.42        3618.87        5372.95
18        3242.06        3596.07        5372.95
19        3215.11        3575.07        5372.95
20        3194.1        3194.1        5372.95
